NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
FLATBUSH-EAST,498 EAST 53RD STREET,679000,8/19/20
FLATBUSH-EAST,1107 NEW YORK AVENUE,637500,8/19/20
FLATBUSH-NORTH,568 EMPIRE BOULEVARD,1325000,8/19/20
FLATLANDS,"2239 TROY AVENUE, 4M",10000,8/19/20
GREENPOINT,"79 CLAY STREET, 2R",999999,8/19/20
GREENPOINT,"121 KINGSLAND AVENUE, 1B",1050000,8/19/20
KENSINGTON,303 EAST 2ND ST,1785000,8/19/20
MADISON,1742 EAST 18TH STREET,820000,8/19/20
OCEAN HILL,153 MAC DOUGAL STREET,860000,8/19/20
OCEAN PARKWAY-NORTH,625 EAST 3RD STREET,10,8/19/20
OCEAN PARKWAY-NORTH,"1350 EAST 5TH STREET, 4H",170000,8/19/20
SHEEPSHEAD BAY,"2250 BRIGHAM STREET, 6D",225000,8/19/20
SHEEPSHEAD BAY,"3311 SHORE PARKWAY, 5B",160000,8/19/20
SPRING CREEK,482 SCHROEDERS AVENUE,547180,8/19/20
SUNSET PARK,759 39TH STREET,1190000,8/19/20
SUNSET PARK,"5811 6TH AVENUE, 4A",677136,8/19/20
WILLIAMSBURG-CENTRAL,"5 LORIMER STREET, 2B",1535000,8/19/20
WILLIAMSBURG-CENTRAL,"724 BEDFORD AVENUE, 4",995000,8/19/20
WINDSOR TERRACE,79 REEVE PLACE,999999,8/19/20
WINDSOR TERRACE,521 VANDERBILT STREET,1863000,8/19/20
BAY RIDGE,"8020 4AVENUE, E3",430000,8/20/20
BEDFORD STUYVESANT,35 VERNON AVENUE,1350000,8/20/20
BEDFORD STUYVESANT,1547 FULTON STREET,2700000,8/20/20
BOERUM HILL,"233 PACIFIC ST, 3D",1762500,8/20/20
BOROUGH PARK,"1367 59TH STREET, A2",700000,8/20/20
BOROUGH PARK,"1369 59TH STREET, B2",700000,8/20/20
BOROUGH PARK,1504 46TH STREET,3800000,8/20/20
BROOKLYN HEIGHTS,"89 STATE STREET, 3",1200000,8/20/20
BROOKLYN HEIGHTS,"62 PIERREPONT ST, 8D",965000,8/20/20
BROOKLYN HEIGHTS,"72 POPLAR STREET, 2B",2520000,8/20/20
BUSHWICK,166 COVERT STREET,675000,8/20/20
CARROLL GARDENS,"555 HENRY STREET, 3",1615000,8/20/20
CLINTON HILL,"65 IRVING PLACE, 3L/3A",691251,8/20/20
CROWN HEIGHTS,"872 ST. JOHNS PLACE, 1F",560038,8/20/20
CYPRESS HILLS,192 SHEPHERD AVENUE,980000,8/20/20
CYPRESS HILLS,505 RIDGEWOOD AVE,950000,8/20/20
EAST NEW YORK,"200 COZINE AVENUE, 8 9G",294320,8/20/20
FLATBUSH-CENTRAL,"25 PARADE PLACE, 2H",399516,8/20/20
FLATBUSH-CENTRAL,"2100 BEDFORD AVENUE, 4K",10,8/20/20
FLATLANDS,1500 E 51ST STREET,431000,8/20/20
FORT GREENE,"268 CUMBERLAND STREET, 1A",424411,8/20/20
GREENPOINT,"14 MONITOR STREET, 2D",649000,8/20/20
GREENPOINT,"21 INDIA STREET, 30F",726267,8/20/20
GREENPOINT,"43 NEWELL STREET, 1B",935000,8/20/20
MARINE PARK,1863 EAST 38TH STREET,628000,8/20/20
MIDWOOD,"1329 EAST 17TH STREET, 3B",650000,8/20/20
OCEAN HILL,21 PRESCOTT PLACE,3520725,8/20/20
OCEAN HILL,N/A PRESCOTT PLACE,12,8/20/20
OCEAN HILL,1911 ATLANTIC AVENUE,3520725,8/20/20
OCEAN HILL,N/A BANCROFT PLACE,12,8/20/20
OCEAN HILL,N/A BANCROFT PLACE,12,8/20/20
OCEAN HILL,23 PRESCOTT PLACE,3520725,8/20/20
OCEAN HILL,N/A PRESCOTT PLACE,12,8/20/20
OCEAN HILL,1923 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1921 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1919 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1917 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1915A ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1915 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1913 ATLANTIC AVENUE,12,8/20/20
OCEAN HILL,1911A ATLANTIC AVENUE,12,8/20/20
OCEAN PARKWAY-NORTH,709 AVENUE K,4790000,8/20/20
OLD MILL BASIN,1408 EAST 58TH STREET,650000,8/20/20
OLD MILL BASIN,1362 EAST 58TH STREET,515000,8/20/20
PARK SLOPE,"353 3 STREET, B-1B",1830000,8/20/20
PARK SLOPE SOUTH,"575 4TH AVENUE, 3K",987703,8/20/20
PARK SLOPE SOUTH,"575 4TH AVENUE, SS7",987703,8/20/20
PROSPECT HEIGHTS,736 DEAN STREET,1725000,8/20/20
WILLIAMSBURG-EAST,53 SCOTT AVENUE,5050000,8/20/20
WINDSOR TERRACE,"651 VANDERBILT STREET, 1T",475000,8/20/20
BATH BEACH,117 BAY 23RD STREET,2035482,8/21/20
BAY RIDGE,237 79 STREET,1755000,8/21/20
BEDFORD STUYVESANT,793 HERKIMER STREET,625000,8/21/20
BEDFORD STUYVESANT,N/A HUNTERFLY PLACE,3333,8/21/20
BENSONHURST,1463 80TH STREET,1080000,8/21/20
BENSONHURST,8129 17TH AVENUE,10,8/21/20
BOROUGH PARK,1931 60TH STREET,1400000,8/21/20
BROOKLYN HEIGHTS,"130 HICKS STREET, 4A",428000,8/21/20
BROWNSVILLE,134 NEWPORT STREET,765000,8/21/20
BUSHWICK,"1009 HANCOCK, 2F",523000,8/21/20
CANARSIE,732 EAST 79TH STREET,850000,8/21/20
CARROLL GARDENS,53 3RD STREET,4700000,8/21/20
CARROLL GARDENS,"537 COURT STREET, 3A",1165000,8/21/20
CONEY ISLAND,"448 NEPTUNE AVENUE, 18A",320000,8/21/20
CROWN HEIGHTS,159 SCHENECTADY AVENUE,620000,8/21/20
CROWN HEIGHTS,48 CLOVE ROAD,1135000,8/21/20
CROWN HEIGHTS,"364 ST MARKS AVENUE, 5B",1130000,8/21/20
CROWN HEIGHTS,"792 CLASSON AVENUE, 5R",1175630,8/21/20
CROWN HEIGHTS,"364 ST MARKS AVENUE, P5",1130000,8/21/20
FLATBUSH-CENTRAL,2155 BEVERLEY ROAD,735000,8/21/20
FLATBUSH-CENTRAL,"1818 NEWKIRK AVENUE, 3C",862500,8/21/20
FLATBUSH-NORTH,303 EAST 96TH STREET,5000,8/21/20
FLATLANDS,1224 EAST 56TH STREET,860000,8/21/20
MADISON,"2503 OCEAN AVENUE, 4E",566929,8/21/20
MIDWOOD,1483 E 22 ST,888000,8/21/20
OCEAN HILL,818 HALSEY STREET,1275000,8/21/20
OLD MILL BASIN,1725 EAST 55TH STREET,700000,8/21/20
PARK SLOPE SOUTH,"315 16TH STREET, 5C",1735000,8/21/20
PARK SLOPE SOUTH,"315 16TH STREET, PS1",1735000,8/21/20
SEAGATE,4104 MANHATTAN AVENUE,670000,8/21/20
SUNSET PARK,617 56TH STREET,1270000,8/21/20
WILLIAMSBURG-EAST,"139 JACKSON STREET, 3A",795000,8/21/20
WINDSOR TERRACE,602 VANDERBILT STREET,2500000,8/21/20
WINDSOR TERRACE,1227 PROSPECT AVENUE,2500000,8/21/20
CANARSIE,1097 EAST 95TH STREET,10,8/22/20
EAST NEW YORK,585 CRESCENT STREET,10,8/22/20
EAST NEW YORK,711 ASHFORD STREET,5000,8/22/20
BOROUGH PARK,"4614 10TH AVENUE, G14",550000,8/24/20
BRIGHTON BEACH,"2 WEST END AVENUE, 2R",522684,8/24/20
BROOKLYN HEIGHTS,"150 JORALEMON, 12EF",2375000,8/24/20
CANARSIE,561 EAST 86TH STREET,685000,8/24/20
CANARSIE,"10808 FLATLANDS 9 STREET, 14E",340000,8/24/20
CANARSIE,"10820 FLATLANDS 9 STREET, P84",340000,8/24/20
FLATBUSH-EAST,51 EAST 31ST STREET,1101000,8/24/20
FLATBUSH-NORTH,"40 EAST 43 STREET, 4A",160000,8/24/20
FLATBUSH-NORTH,"502A MAPLE STREET, 2",680000,8/24/20
FLATLANDS,1353 E. 46TH STREET,885000,8/24/20
FORT GREENE,"154 LAFAYETTE AVENUE, 1",1500000,8/24/20
GOWANUS,110 14 STREET,999900,8/24/20
GOWANUS,"185 13TH STREET, 3B",675000,8/24/20
GRAVESEND,"1379 WEST 6TH STREET, 5B",573000,8/24/20
GREENPOINT,"267 KINGSLAND AVENUE, 1D",865000,8/24/20
GREENPOINT,"68 GREEN STREET, 4A",950000,8/24/20
MARINE PARK,"2260 BURNETT STREET, 6H",215000,8/24/20
OCEAN HILL,22 MONACO PLACE,600000,8/24/20
PARK SLOPE,"427 7 AVENUE, 2L",705000,8/24/20
PARK SLOPE SOUTH,299 16TH STREET,2075000,8/24/20
PROSPECT HEIGHTS,"231 PARK PLACE, 34",710000,8/24/20
SUNSET PARK,"181 18TH STREET, 509",710000,8/24/20
WINDSOR TERRACE,570 16TH STREET,900000,8/24/20
BAY RIDGE,"9437 SHORE ROAD, B9",395000,8/25/20
BEDFORD STUYVESANT,263 HALSEY STREET,950000,8/25/20
BEDFORD STUYVESANT,"689 MYRTLE AVE, 2C",759000,8/25/20
BENSONHURST,1724 72ND STREET,780000,8/25/20
BOERUM HILL,"251 PACIFIC STREET, 16",920000,8/25/20
BOROUGH PARK,5908 20TH AVENUE,550000,8/25/20
BRIGHTON BEACH,"1150 BRIGHTON BEACH AVENUE, 5T",346000,8/25/20
BROWNSVILLE,520 CHRISTOPHER AVENUE,540000,8/25/20
BUSH TERMINAL,5421 2ND AVENUE,1000000,8/25/20
BUSHWICK,176 IRVING AVENUE,480000,8/25/20
BUSHWICK,178 IRVING AVENUE,480000,8/25/20
CANARSIE,1166 EAST 84TH STREET,534581,8/25/20
COBBLE HILL-WEST,"51 PRESIDENT STREET, 24A1",780000,8/25/20
EAST NEW YORK,665 HENDRIX,560000,8/25/20
FLATBUSH-CENTRAL,"2515 GLENWOOD ROAD, 1H",190000,8/25/20
FLATBUSH-EAST,856 UTICA AVENUE,1125000,8/25/20
GOWANUS,"554 4 AVENUE, 8C",725000,8/25/20
MADISON,"3395 NOSTRAND AVENUE, #5G",110000,8/25/20
MARINE PARK,"2209 KNAPP ST, 4F",248000,8/25/20
MILL BASIN,31 BELL POINT DRIVE,999000,8/25/20
OCEAN PARKWAY-NORTH,"309 OCEAN PARKWAY, 2F",743323,8/25/20
SHEEPSHEAD BAY,"2211 BRAGG STREET, 2F",205000,8/25/20
SUNSET PARK,437 37TH STREET,1150000,8/25/20
SUNSET PARK,4404 4 AVENUE,10,8/25/20
WILLIAMSBURG-CENTRAL,"577 FLUSHING AVENUE, 7R",814600,8/25/20
WILLIAMSBURG-EAST,623 LORIMER STREET,1900000,8/25/20
WILLIAMSBURG-EAST,"223 MAUJER, 2B",710000,8/25/20
WILLIAMSBURG-NORTH,154 NORTH 9 STREET,3100000,8/25/20
WILLIAMSBURG-NORTH,"34 NORTH 7TH STREET, 3CC",863500,8/25/20
WILLIAMSBURG-NORTH,416 METROPOLITAN AVENUE,19000000,8/25/20
WILLIAMSBURG-NORTH,382 METROPOLITAN AVENUE,4000000,8/25/20
WILLIAMSBURG-SOUTH,62 GRAND STREET,3500000,8/25/20
WINDSOR TERRACE,61 SHERMAN STREET,600000,8/25/20
BATH BEACH,278 BAY 13TH STREET,750000,8/26/20
BATH BEACH,1632 BENSON AVENUE,1530000,8/26/20
BATH BEACH,"1073 SHORE PARKWAY, 1B",435000,8/26/20
BEDFORD STUYVESANT,385 MONROE STREET,2700000,8/26/20
BEDFORD STUYVESANT,"444 PULASKI STREET, 3R",545000,8/26/20
BOROUGH PARK,1154 50TH STREET,415000,8/26/20
BOROUGH PARK,882 53RD STREET,2100000,8/26/20
BOROUGH PARK,"22 WEBSTER AVENUE, 5C",385000,8/26/20
BOROUGH PARK,"5100 15TH AVENUE, 2K",120000,8/26/20
BRIGHTON BEACH,"727 OCEAN VIEW AVE, A2",615000,8/26/20
BROOKLYN HEIGHTS,"360 FURMAN STREET, 625",1200000,8/26/20
BUSH TERMINAL,"235 55TH STREET, 2A",204750,8/26/20
BUSHWICK,292 WEIRFIELD STREET,864500,8/26/20
CANARSIE,8902 AVENUE A,540000,8/26/20
CARROLL GARDENS,356-358 UNION STREET,9000000,8/26/20
CARROLL GARDENS,360 UNION STREET,9000000,8/26/20
CROWN HEIGHTS,"808A BERGEN STREET, 4",1359707,8/26/20
DYKER HEIGHTS,1044 67TH STREET,1940000,8/26/20
DYKER HEIGHTS,"8510 13TH AVENUE, 1",585000,8/26/20
FLATBUSH-CENTRAL,"50 KENILWORTH PLACE, 4B",210000,8/26/20
FLATBUSH-EAST,931 SCHENECTADY AVENUE,40000,8/26/20
FLATBUSH-EAST,504 EAST 46TH STREET,830000,8/26/20
GRAVESEND,"2630 CROPSEY AVENUE, 2G",355000,8/26/20
KENSINGTON,312 EAST 5TH STREET,1200000,8/26/20
MADISON,"2131 OCEAN AVENUE, 3B",746377,8/26/20
MADISON,"2131 OCEAN AVENUE, PS10",746377,8/26/20
MARINE PARK,3407 AVENUE T,607500,8/26/20
OCEAN HILL,202A SARATOGA AVENUE,92500,8/26/20
OCEAN PARKWAY-NORTH,1036 EAST 4TH STREET,1135000,8/26/20
OCEAN PARKWAY-SOUTH,2056 EAST 5TH STREET,5400000,8/26/20
OCEAN PARKWAY-SOUTH,704 AVENUE T,625000,8/26/20
OCEAN PARKWAY-SOUTH,2116 EAST 3RD STREET,5400000,8/26/20
PARK SLOPE,"64 7 AVENUE, 3G",1360000,8/26/20
WILLIAMSBURG-CENTRAL,"78 MORTON STREET, 84",800000,8/26/20
WINDSOR TERRACE,47 SHERMAN STREET,2280000,8/26/20
BAY RIDGE,147 70TH STREET,998000,8/27/20
BAY RIDGE,"150 95TH STREET, 5B",305000,8/27/20
BAY RIDGE,"9524 FORT HAMILTON PARKWAY, 306",399000,8/27/20
BEDFORD STUYVESANT,"337 NOSTRAND AVENUE, 301B",510000,8/27/20
BRIGHTON BEACH,"40 BRIGHTON FIRST ROAD, 2J",439366,8/27/20
BUSHWICK,641 HART STREET,1,8/27/20
BUSHWICK,1230 PUTNAM AVENUE,10000,8/27/20
CANARSIE,1367 EAST 88TH STREET,300000,8/27/20
CANARSIE,1106 EAST 94TH STREET,650000,8/27/20
CLINTON HILL,127 HALL STREET,1995000,8/27/20
CLINTON HILL,"345 CLINTON AVENUE, 4F",880000,8/27/20
CLINTON HILL,"555 WASHINGTON AVENUE, 4A",1045000,8/27/20
COBBLE HILL,"100 AMITY STREET, 12",4797525,8/27/20
CROWN HEIGHTS,1446 CARROLL STREET,1500000,8/27/20
CROWN HEIGHTS,81 UTICA AVENUE,495000,8/27/20
DOWNTOWN-FULTON MALL,515 FULTON STREET,1000000,8/27/20
DOWNTOWN-FULTON MALL,455 FULTON STREET,5680125,8/27/20
DYKER HEIGHTS,1162 70TH ST,830000,8/27/20
EAST NEW YORK,"190 COZINE AVENUE, 6 7H",352000,8/27/20
EAST NEW YORK,990 VAN SICLEN AVENUE,620000,8/27/20
FLATBUSH-CENTRAL,701 EAST 17TH ST,1960000,8/27/20
FLATBUSH-CENTRAL,193 LENOX ROAD,999900,8/27/20
FLATBUSH-CENTRAL,2257 CHURCH AVENUE,1320500,8/27/20
FLATBUSH-CENTRAL,2319 BEDFORD AVENUE,10000,8/27/20
FLATBUSH-CENTRAL,"616 EAST 18TH STREET, 5A",508000,8/27/20
FLATBUSH-EAST,594 EAST 37TH STREET,780000,8/27/20
GREENPOINT,51 DIAMOND STREET,1750000,8/27/20
MADISON,2417 QUENTIN ROAD,456300,8/27/20
MADISON,2415 QUENTIN ROAD,967338,8/27/20
MARINE PARK,3623 AVENUE P,835000,8/27/20
MIDWOOD,1221 AVENUE P,900000,8/27/20
OCEAN PARKWAY-NORTH,1003 EAST 5TH STREET,625000,8/27/20
OCEAN PARKWAY-NORTH,"309 OCEAN PARKWAY, 6F",762669,8/27/20
OCEAN PARKWAY-NORTH,"309 OCEAN PARKWAY, 6R",804418,8/27/20
OCEAN PARKWAY-NORTH,"309 OCEAN PARKWAY, S4",762669,8/27/20
OCEAN PARKWAY-SOUTH,1929 EAST 7TH STREET,1225000,8/27/20
OCEAN PARKWAY-SOUTH,"387 AVE S, 3A",375000,8/27/20
SHEEPSHEAD BAY,2458 EAST 23RD STREET,900000,8/27/20
SHEEPSHEAD BAY,"2781A OCEAN AVENUE, U2",534000,8/27/20
SHEEPSHEAD BAY,"2781A OCEAN AVENUE, U3",534000,8/27/20
SHEEPSHEAD BAY,"2781A OCEAN AVENUE, P1",534000,8/27/20
SUNSET PARK,"546 40TH STREET, M",565000,8/27/20
WILLIAMSBURG-CENTRAL,11 HARRISON AVENUE,250000,8/27/20
WILLIAMSBURG-EAST,44 SHARON STREET,1,8/27/20
WILLIAMSBURG-EAST,522 METROPOLITAN AVENUE,3800000,8/27/20
WYCKOFF HEIGHTS,1467 JEFFERSON AVENUE,960000,8/27/20
BAY RIDGE,31 87TH STREET,1470000,8/28/20
BEDFORD STUYVESANT,22 JEWELL MCKOY LANE,734400,8/28/20
BEDFORD STUYVESANT,337A MACON STREET,565429,8/28/20
BUSHWICK,"282 ELDERT STREET, 2C",724000,8/28/20
BUSHWICK,"282 ELDERT STREET, P3",724000,8/28/20
CANARSIE,1160 EAST 100 STREET,680000,8/28/20
CANARSIE,9312 AVENUE M,800000,8/28/20
CANARSIE,2112 CANARSIE ROAD,565429,8/28/20
CROWN HEIGHTS,1663 UNION STREET,812403,8/28/20
CROWN HEIGHTS,"805 WASHINGTON AVENUE, 2A",800000,8/28/20
CROWN HEIGHTS,"792 CLASSON AVENUE, 5F",610000,8/28/20
CROWN HEIGHTS,"872 ST. JOHNS PLACE, 2R",610000,8/28/20
CYPRESS HILLS,268 ELDERT LANE,585000,8/28/20
CYPRESS HILLS,8 SCHENCK COURT,565429,8/28/20
DOWNTOWN-FULTON FERRY,"1 JOHN STREET, 5C",2700000,8/28/20
DOWNTOWN-FULTON FERRY,"30 MAIN STREET, 7C",2175000,8/28/20
DOWNTOWN-FULTON FERRY,"100 JAY STREET, 11B",937500,8/28/20
EAST NEW YORK,501 CHESTNUT STREET,649000,8/28/20
EAST NEW YORK,495 NEW JERSEY AVENUE,850000,8/28/20
EAST NEW YORK,563 ASHFORD ST,335000,8/28/20
FLATBUSH-CENTRAL,"1138 OCEAN AVENUE, 6E",990000,8/28/20
FLATBUSH-CENTRAL,"1138 OCEAN AVENUE, P29",990000,8/28/20
FLATBUSH-EAST,635 EAST 42ND STREET,660000,8/28/20
FLATBUSH-EAST,5304 CHURCH AVE,960000,8/28/20
FLATBUSH-EAST,1273 EAST 38TH STREET,812403,8/28/20
FLATBUSH-EAST,1261 EAST 38TH STREET,812403,8/28/20
FLATBUSH-LEFFERTS GARDEN,1142 NOSTRAND AVENUE,175000,8/28/20
FLATBUSH-LEFFERTS GARDEN,"135 HAWTHORNE STREET, 3C",452000,8/28/20
GREENPOINT,"99 KINGSLAND AVENUE, 401",675000,8/28/20
MARINE PARK,2113 EAST 35TH STREET,625658,8/28/20
MIDWOOD,"1587 EAST 19TH STREET, 1B",548837,8/28/20
OCEAN PARKWAY-NORTH,1354 EAST 10TH STREET,720000,8/28/20
OCEAN PARKWAY-SOUTH,357 AVENUE X,965000,8/28/20
OCEAN PARKWAY-SOUTH,"2514 EAST 7TH STREET, 2K",390000,8/28/20
PARK SLOPE,379 6TH STREET,2790000,8/28/20
PROSPECT HEIGHTS,"550 VANDERBILT AVE, 101",1522284,8/28/20
SHEEPSHEAD BAY,2870 OCEAN AVENUE,15500000,8/28/20
SUNSET PARK,315 23RD STREET,968750,8/28/20
SUNSET PARK,"181 18TH STREET, 702",927856,8/28/20
GRAVESEND,"2475 WEST 16TH STREET, 6E",395000,8/29/20
BAY RIDGE,"8701 SHORE ROAD, 323",414000,8/31/20
BEDFORD STUYVESANT,151 HALSEY STREET,1643000,8/31/20
BEDFORD STUYVESANT,"315 GREENE AVENUE, 1A",1310000,8/31/20
BEDFORD STUYVESANT,"701 LAFAYETTE AVENUE, 2B",531500,8/31/20
BEDFORD STUYVESANT,"701 LAFAYETTE AVENUE, 3B",530000,8/31/20
BEDFORD STUYVESANT,"548 LAFAYETTE AVENUE, 4B",875000,8/31/20
BENSONHURST,1648 73RD STREET,739000,8/31/20
BOROUGH PARK,"2157 57TH STREET, 2A",10,8/31/20
BRIGHTON BEACH,"601 BRIGHTWATER COURT, 1A",365000,8/31/20
BUSHWICK,"6 RENAISSANCE COURT, 20B",585000,8/31/20
CANARSIE,1257 EAST 88TH STREET,257682,8/31/20
CANARSIE,959 EAST 94TH STREET,360000,8/31/20
CANARSIE,1353 EAST 96TH STREET,505000,8/31/20
CANARSIE,540 EAST 82ND STREET,700000,8/31/20
CANARSIE,1306 EAST 83RD STREET,890000,8/31/20
CANARSIE,9705 AVENUE K,650000,8/31/20
CANARSIE,"914 EAST 106TH STREET, 914C",417500,8/31/20
CLINTON HILL,"65 IRVING PLACE, 1L",850000,8/31/20
CONEY ISLAND,2818 WEST 29TH STREET,10,8/31/20
CONEY ISLAND,"2932 WEST 5 STREET, 2A",255000,8/31/20
CONEY ISLAND,"2942 WEST 5 STREET, 7S",300000,8/31/20
CROWN HEIGHTS,1232 PACIFIC STREET,5585336,8/31/20
CYPRESS HILLS,326 HIGHLAND BOULEVARD,735000,8/31/20
DYKER HEIGHTS,"1065 67TH STREET, 1A",645000,8/31/20
DYKER HEIGHTS,"1065 67TH STREET, P1",645000,8/31/20
EAST NEW YORK,273 PENNSYLVANIA AVENUE,731000,8/31/20
EAST NEW YORK,229 SHERIDAN AVENUE,775000,8/31/20
EAST NEW YORK,869-891 STANLEY AVENUE,6650000,8/31/20
FLATBUSH-EAST,941 EAST 43RD STREET,490000,8/31/20
FLATBUSH-EAST,1096 EAST 43RD STREET,202500,8/31/20
FLATBUSH-EAST,945 ALBANY AVENUE,287000,8/31/20
FLATBUSH-NORTH,631 NEW YORK AVENUE,1375000,8/31/20
FLATBUSH-NORTH,"651 NEW YORK AVENUE, 606",520000,8/31/20
FLATBUSH-NORTH,"651 NEW YORK AVENUE, P",520000,8/31/20
GRAVESEND,2230 WEST 7TH STREET,670000,8/31/20
GREENPOINT,"450 MANHATTAN AVENUE, 2A",1200000,8/31/20
MADISON,2039 EAST 26TH STREET,548625,8/31/20
MADISON,2076 BROWN ST,750000,8/31/20
MARINE PARK,2049 KIMBALL STREET,655931,8/31/20
MIDWOOD,1213 EAST 26TH STREET,925000,8/31/20
MILL BASIN,2733 MILL AVENUE,850000,8/31/20
OCEAN HILL,1546 BROADWAY,1380000,8/31/20
OCEAN PARKWAY-NORTH,50 LAWRENCE AVENUE,3800000,8/31/20
SEAGATE,3756 NEPTUNE AVENUE,782990,8/31/20
WILLIAMSBURG-CENTRAL,209 LEE AVENUE,1200000,8/31/20
WILLIAMSBURG-SOUTH,"200 SOUTH 2ND, 3H",715000,8/31/20
BEDFORD STUYVESANT,"18 VAN BUREN STREET, 3R",560000,9/1/20
BENSONHURST,"7516 BAY PARKWAY, 6A",743323,9/1/20
BENSONHURST,"7516 BAY PARKWAY, P20",743323,9/1/20
BOERUM HILL,"303 WARREN STREET, 2",1400000,9/1/20
BOROUGH PARK,3807 13TH AVENUE,3500000,9/1/20
BOROUGH PARK,3805 13TH AVENUE,3500000,9/1/20
BOROUGH PARK,3803 13TH AVENUE,3500000,9/1/20
BOROUGH PARK,1435 40TH STREET,990000,9/1/20
BOROUGH PARK,1130 39TH STREET,995000,9/1/20
BOROUGH PARK,1460 DAHILL ROAD,1400000,9/1/20
BOROUGH PARK,"1900 51ST STREET, A4E",499750,9/1/20
BRIGHTON BEACH,"50 BRIGHTON FIRST ROAD, 9J",440000,9/1/20
BROOKLYN HEIGHTS,"55 HICKS STREET, 4",599000,9/1/20
BUSHWICK,316 WEIRFIELD STREET,1360000,9/1/20
CROWN HEIGHTS,1606 CARROLL STREET,10,9/1/20
CROWN HEIGHTS,"872 ST. JOHNS PLACE, 3",900000,9/1/20
DYKER HEIGHTS,1172 76TH STREET,955000,9/1/20
EAST NEW YORK,79 CRYSTAL STREET,600000,9/1/20
FLATBUSH-EAST,519 EAST 51ST STREET,430000,9/1/20
FLATBUSH-EAST,1146 EAST 35TH STREET,400000,9/1/20
FLATBUSH-NORTH,"10 EAST 43RD STREET, 5J",150000,9/1/20
FORT GREENE,407 ADELPHI STREET,1450000,9/1/20
GOWANUS,"229 9TH STREET, 606",875695,9/1/20
GREENPOINT,"108 INDIA STREET, 1A",2475000,9/1/20
GREENPOINT,736 LEONARD STREET,2400000,9/1/20
GREENPOINT,"172 INDIA STREET, 3A",680000,9/1/20
MADISON,1769 EAST 28TH STREET,1175000,9/1/20
MIDWOOD,1573 EAST 21ST STREET,995000,9/1/20
MIDWOOD,"1820 AVENUE N, 6A",75000,9/1/20
MILL BASIN,2362 NATIONAL DRIVE,1166000,9/1/20
OCEAN PARKWAY-NORTH,430 EAST 2ND STREET,1699430,9/1/20
OCEAN PARKWAY-SOUTH,2167 EAST 8TH STREET,1350000,9/1/20
OCEAN PARKWAY-SOUTH,21 STRYKER STREET,950000,9/1/20
PARK SLOPE,"40 PROSPECT PARK WEST, 6H",895000,9/1/20
PARK SLOPE,"423 3RD STREET, 4",2175000,9/1/20
SHEEPSHEAD BAY,"2555 BATCHELDER STREET, 6-E",270000,9/1/20
BAY RIDGE,7208 COLONIAL ROAD,1150000,9/2/20
BAY RIDGE,569 BAY RIDGE PARKWAY,1300000,9/2/20
BEDFORD STUYVESANT,1237 BEDFORD AVENUE,850000,9/2/20
BEDFORD STUYVESANT,174 MADISON STREET,850000,9/2/20
BEDFORD STUYVESANT,"104 STOCKTON STREET, REC2",395000,9/2/20
BOROUGH PARK,5002 13TH AVENUE,24330000,9/2/20
BRIGHTON BEACH,158 BRIGHTON 11TH STREET,995000,9/2/20
BROOKLYN HEIGHTS,"111 HICKS STREET, 17C",600000,9/2/20
CARROLL GARDENS,"378 BALTIC STREET, 10B",680000,9/2/20
COBBLE HILL,"481 HENRY STREET, 3",1430000,9/2/20
CROWN HEIGHTS,964 ST JOHNS PLACE,150000,9/2/20
CYPRESS HILLS,66 CHESTNUT STREET,345000,9/2/20
CYPRESS HILLS,151 ETNA STREET,999900,9/2/20
DOWNTOWN-FULTON MALL,"138 WILLOUGHBY STREET, 25E",2084454,9/2/20
FLATBUSH-EAST,1086 E 31ST STREET,1100000,9/2/20
FLATLANDS,1510 EAST 49TH STREET,675000,9/2/20
GOWANUS,446 SACKETT STREET,2250000,9/2/20
GRAVESEND,271 VAN SICKLEN STREET,600000,9/2/20
GREENPOINT,664 HUMBOLDT STREET,10,9/2/20
MANHATTAN BEACH,601 ORIENTAL BOULEVARD,3609400,9/2/20
MIDWOOD,1717 AVENUE P,245000,9/2/20
OCEAN PARKWAY-NORTH,"599 EAST 7TH STREET, 5G",265000,9/2/20
OCEAN PARKWAY-SOUTH,429 AVENUE U,1250000,9/2/20
OCEAN PARKWAY-SOUTH,2340 CONEY ISLAND AVENUE,1100000,9/2/20
OLD MILL BASIN,6523 AVENUE T,580000,9/2/20
OLD MILL BASIN,1864 E 53 STREET,640000,9/2/20
PARK SLOPE,"221 FIFTH AVENUE, 5B",910000,9/2/20
PARK SLOPE SOUTH,"195 15TH STREET, B-4",975000,9/2/20
PROSPECT HEIGHTS,"361 STERLING PLACE, 303",358000,9/2/20
SHEEPSHEAD BAY,"2600 EAST 21ST STREET, 2G",255000,9/2/20
SHEEPSHEAD BAY,"3901 NOSTRAND AVENUE, 1G",320000,9/2/20
WILLIAMSBURG-EAST,"214 RICHARDSON STREET, PH",1654000,9/2/20
